"Date","discharge_cfs"
2017-08-08,470.239583333333
2017-08-09,456.197916666667
2017-08-10,460.645833333333
2017-08-11,465.125
2017-08-12,449.010416666667
2017-08-13,434.385416666667
2017-08-14,430.510416666667
2017-08-15,427.239583333333
2017-08-16,428.791666666667
2017-08-17,412.541666666667
2017-08-18,367.552083333333
2017-08-19,359.25
2017-08-20,362.09375
2017-08-21,342.302083333333
2017-08-22,332.020833333333
2017-08-23,349.979166666667
2017-08-24,368.572916666667
2017-08-25,381.9375
2017-08-26,398.375
2017-08-27,393.822916666667
2017-08-28,392.947916666667
2017-08-29,397.552083333333
2017-08-30,332.604166666667
2017-08-31,260.09375
2017-09-01,275.197916666667
2017-09-02,285.229166666667
2017-09-03,275.666666666667
2017-09-04,274.041666666667
2017-09-05,262.614583333333
2017-09-06,245.510416666667
2017-09-07,239.947916666667
2017-09-08,226.958333333333
2017-09-09,194.90625
2017-09-10,146.666666666667
2017-09-11,124.989583333333
2017-09-12,135.041666666667
2017-09-13,141.708333333333
2017-09-14,114.227083333333
2017-09-15,87.1333333333333
2017-09-16,59.3458333333333
2017-09-17,43.4979166666667
2017-09-18,55.6114583333333
2017-09-19,68.2604166666667
2017-09-20,57.6010416666667
2017-09-21,36.1927083333333
2017-09-22,24.5875
2017-09-23,49.4052083333333
2017-09-24,92.9010416666667
2017-09-25,133.520833333333
2017-09-26,128.760416666667
2017-09-27,109.479166666667
2017-09-28,132.989583333333
2017-09-29,184.791666666667
2017-09-30,191.322916666667
2017-10-01,188.09375
2017-10-02,177.09375
2017-10-03,167.40625
2017-10-04,184.302083333333
2017-10-05,189.625
2017-10-06,176.052083333333
2017-10-07,175.677083333333
2017-10-08,174.3125
2017-10-09,171.5625
2017-10-10,172.125
2017-10-11,182.229166666667
2017-10-12,194.552083333333
2017-10-13,199.770833333333
2017-10-14,213.302083333333
2017-10-15,223.708333333333
2017-10-16,216.177083333333
2017-10-17,208.75
2017-10-18,223.270833333333
2017-10-19,233.052083333333
2017-10-20,217.197916666667
2017-10-21,203.96875
2017-10-22,199.135416666667
2017-10-23,156.979166666667
2017-10-24,125.020833333333
2017-10-25,117.791666666667
2017-10-26,117.5
2017-10-27,117.0625
2017-10-28,116.604166666667
2017-10-29,111.21875
2017-10-30,109.416666666667
2017-10-31,61.870625
2017-11-01,3.33958333333333
2017-11-02,3.03
